code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
BBB,2013J,100740,F,London Region,Lower Than A Level,40-50%,0-35,0,90,N,Fail
BBB,2013J,100586,F,North Western Region,A Level or Equivalent,70-80%,35-55,0,120,N,Fail
CCC,2014J,100865,M,North Western Region,HE Qualification,60-70%,0-35,0,60,N,Pass
CCC,2013J,100017,M,North Western Region,Lower Than A Level,10-20%,0-35,1,30,N,Fail
CCC,2014J,100683,M,South East Region,Lower Than A Level,,0-35,1,30,N,Distinction
AAA,2014J,100039,M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass
AAA,2014J,100393,M,East Anglian Region,A Level or Equivalent,10-20%,35-55,1,30,N,Pass
CCC,2013J,100620,F,London Region,Post Graduate Qualification,30-40%,35-55,1,120,N,Fail
AAA,2014J,100309,F,London Region,A Level or Equivalent,90-100%,35-55,1,60,N,Pass
BBB,2013J,100264,F,London Region,A Level or Equivalent,20-30%,0-35,2,60,N,Withdrawn
AAA,2014J,100541,M,London Region,HE Qualification,,0-35,0,30,N,Pass
BBB,2014J,100762,M,North Western Region,Lower Than A Level,50-60%,0-35,1,120,N,Withdrawn
AAA,2014J,100578,M,London Region,Lower Than A Level,90-100%,0-35,1,60,N,Pass
BBB,2014J,100253,F,Scotland,Lower Than A Level,70-80%,35-55,1,30,N,Fail
CCC,2013J,100628,M,London Region,HE Qualification,0-10%,0-35,0,60,N,Pass
CCC,2013J,100273,M,South East Region,A Level or Equivalent,50-60%,0-35,1,30,Y,Pass
AAA,2013J,100831,F,East Anglian Region,HE Qualification,20-30%,0-35,1,30,N,Pass
BBB,2014J,100093,F,South East Region,A Level or Equivalent,60-70%,55<=,0,60,N,Pass
AAA,2013J,100851,M,East Anglian Region,Post Graduate Qualification,10-20%,0-35,0,60,N,Fail
CCC,2014J,100745,F,North Western Region,Post Graduate Qualification,70-80%,0-35,1,30,N,Withdrawn
CCC,2013J,100347,M,South East Region,Lower Than A Level,90-100%,0-35,1,30,N,Fail
AAA,2013J,100640,F,Scotland,Post Graduate Qualification,10-20%,35-55,0,90,N,Pass
BBB,2013J,100601,M,Scotland,Lower Than A Level,50-60%,0-35,2,60,N,Pass
BBB,2014J,100028,F,Scotland,Lower Than A Level,70-80%,35-55,1,30,N,Pass
BBB,2014J,100020,F,East Anglian Region,HE Qualification,0-10%,0-35,0,30,Y,Pass
BBB,2014J,100281,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass
AAA,2013J,100289,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,2,90,Y,Pass
BBB,2013J,100063,M,London Region,Lower Than A Level,0-10%,0-35,1,90,N,Fail
BBB,2014J,100784,F,London Region,A Level or Equivalent,80-90%,0-35,2,120,N,Withdrawn
CCC,2014J,100272,F,East Anglian Region,Post Graduate Qualification,40-50%,35-55,2,30,N,Distinction
CCC,2013J,100377,M,South East Region,Post Graduate Qualification,80-90%,0-35,0,90,N,Withdrawn
CCC,2014J,100314,M,North Western Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass
AAA,2013J,100534,M,East Anglian Region,HE Qualification,90-100%,35-55,2,30,N,Withdrawn
CCC,2013J,100146,M,South East Region,A Level or Equivalent,,0-35,1,90,N,Fail
BBB,2014J,100458,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction
BBB,2013J,100008,M,London Region,HE Qualification,30-40%,0-35,1,90,N,Fail
CCC,2013J,100172,M,London Region,Post Graduate Qualification,40-50%,35-55,0,30,N,Fail
CCC,2014J,100192,M,London Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail
AAA,2014J,100677,F,South East Region,Lower Than A Level,40-50%,0-35,0,120,N,Distinction
CCC,2013J,100774,M,Scotland,Post Graduate Qualification,20-30%,35-55,1,90,N,Pass
BBB,2014J,100659,M,London Region,A Level or Equivalent,,55<=,2,90,N,Pass
AAA,2014J,100366,F,South East Region,HE Qualification,70-80%,0-35,0,60,N,Distinction
BBB,2014J,100839,M,North Western Region,Post Graduate Qualification,30-40%,0-35,1,30,N,Withdrawn
CCC,2014J,100261,M,South East Region,HE Qualification,60-70%,0-35,2,30,N,Withdrawn
AAA,2013J,100503,M,London Region,A Level or Equivalent,40-50%,35-55,1,120,N,Pass
CCC,2014J,100565,M,Scotland,Post Graduate Qualification,10-20%,0-35,0,120,N,Withdrawn
CCC,2013J,100304,M,London Region,Post Graduate Qualification,90-100%,35-55,1,60,N,Distinction
AAA,2014J,100294,F,South East Region,Lower Than A Level,90-100%,35-55,0,120,N,Fail
AAA,2013J,100893,M,North Western Region,A Level or Equivalent,40-50%,35-55,1,90,N,Pass
BBB,2014J,100620,M,North Western Region,HE Qualification,20-30%,0-35,0,90,N,Fail
BBB,2014J,100889,F,Scotland,HE Qualification,80-90%,55<=,2,90,N,Fail
CCC,2014J,100051,F,London Region,HE Qualification,30-40%,0-35,1,120,N,Pass
CCC,2013J,100270,M,London Region,Lower Than A Level,90-100%,0-35,0,120,N,Fail
CCC,2014J,100026,M,London Region,HE Qualification,10-20%,0-35,0,90,Y,Withdrawn
AAA,2013J,100781,F,North Western Region,Lower Than A Level,,0-35,2,90,N,Pass
BBB,2013J,100157,M,East Anglian Region,HE Qualification,10-20%,0-35,2,120,N,Pass
AAA,2013J,100421,F,North Western Region,HE Qualification,50-60%,55<=,1,60,N,Fail
BBB,2014J,100750,F,London Region,Lower Than A Level,50-60%,0-35,0,120,N,Distinction
CCC,2013J,100412,F,South East Region,HE Qualification,,35-55,0,60,N,Pass
BBB,2014J,100321,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail
CCC,2013J,100126,F,London Region,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction
AAA,2013J,100454,M,East Anglian Region,HE Qualification,60-70%,35-55,1,60,N,Fail
BBB,2013J,100269,F,South East Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn
BBB,2014J,100703,F,North Western Region,Lower Than A Level,90-100%,0-35,1,90,N,Fail
CCC,2013J,100537,F,South East Region,A Level or Equivalent,90-100%,0-35,2,90,N,Pass
CCC,2013J,100657,M,East Anglian Region,Post Graduate Qualification,40-50%,35-55,0,120,Y,Pass
BBB,2014J,100761,F,Scotland,Lower Than A Level,40-50%,0-35,1,60,N,Pass
AAA,2013J,100119,M,South East Region,Post Graduate Qualification,,0-35,2,90,N,Fail
BBB,2013J,100894,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,Y,Distinction
AAA,2013J,100313,M,London Region,A Level or Equivalent,,0-35,0,120,N,Pass
BBB,2013J,100703,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
BBB,2014J,100565,M,South East Region,Lower Than A Level,70-80%,0-35,2,90,N,Distinction
AAA,2014J,100744,F,South East Region,Post Graduate Qualification,80-90%,0-35,1,120,N,Pass
AAA,2014J,100170,F,Scotland,A Level or Equivalent,10-20%,35-55,0,120,N,Pass
AAA,2013J,100512,M,London Region,Post Graduate Qualification,60-70%,35-55,1,120,N,Withdrawn
CCC,2013J,100233,F,North Western Region,HE Qualification,80-90%,0-35,1,60,N,Fail
CCC,2013J,100495,F,South East Region,HE Qualification,80-90%,0-35,0,90,N,Fail
CCC,2014J,100433,M,East Anglian Region,A Level or Equivalent,,0-35,1,60,N,Distinction
AAA,2013J,100457,M,South East Region,HE Qualification,30-40%,55<=,0,30,N,Pass
BBB,2014J,100423,F,Scotland,Post Graduate Qualification,30-40%,0-35,0,90,N,Pass
CCC,2013J,100178,M,East Anglian Region,Post Graduate Qualification,,0-35,0,60,N,Fail
BBB,2014J,100132,F,North Western Region,Post Graduate Qualification,,0-35,1,60,N,Withdrawn
AAA,2013J,100223,M,North Western Region,Lower Than A Level,10-20%,0-35,2,30,N,Distinction
AAA,2014J,100009,M,East Anglian Region,HE Qualification,40-50%,0-35,0,90,N,Pass
AAA,2014J,100080,M,East Anglian Region,A Level or Equivalent,,0-35,0,90,N,Withdrawn
CCC,2014J,100507,F,South East Region,Post Graduate Qualification,20-30%,35-55,0,30,N,Pass
AAA,2013J,100197,F,South East Region,Post Graduate Qualification,80-90%,35-55,2,90,N,Pass
CCC,2013J,100088,F,East Anglian Region,Post Graduate Qualification,10-20%,35-55,2,30,N,Pass
CCC,2013J,100038,F,South East Region,A Level or Equivalent,80-90%,0-35,1,60,N,Pass
AAA,2014J,100320,M,Scotland,HE Qualification,60-70%,35-55,2,120,N,Fail
CCC,2014J,100711,F,London Region,A Level or Equivalent,90-100%,35-55,1,30,N,Pass
AAA,2014J,100849,M,South East Region,Lower Than A Level,30-40%,35-55,1,60,N,Pass
AAA,2014J,100361,F,South East Region,Lower Than A Level,50-60%,0-35,2,90,Y,Fail
AAA,2013J,100517,F,North Western Region,HE Qualification,60-70%,0-35,0,30,N,Fail
AAA,2013J,100101,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,90,N,Fail
AAA,2013J,100527,F,Scotland,Post Graduate Qualification,60-70%,0-35,0,120,N,Fail
AAA,2014J,100450,M,East Anglian Region,Lower Than A Level,40-50%,0-35,1,120,Y,Withdrawn
BBB,2013J,100122,M,East Anglian Region,Post Graduate Qualification,50-60%,0-35,2,30,N,Withdrawn
AAA,2013J,100381,M,East Anglian Region,A Level or Equivalent,90-100%,55<=,0,60,N,Withdrawn
AAA,2014J,100501,F,North Western Region,Post Graduate Qualification,40-50%,35-55,1,90,N,Pass
CCC,2014J,100882,M,London Region,Post Graduate Qualification,70-80%,35-55,0,30,N,Withdrawn
AAA,2014J,100224,F,South East Region,A Level or Equivalent,80-90%,35-55,1,90,N,Withdrawn
AAA,2013J,100071,M,London Region,Lower Than A Level,,35-55,0,120,Y,Fail
AAA,2014J,100027,F,London Region,Lower Than A Level,60-70%,35-55,1,60,N,Pass
CCC,2014J,100097,F,London Region,Lower Than A Level,,0-35,0,90,N,Fail
BBB,2014J,100826,F,London Region,A Level or Equivalent,20-30%,35-55,2,60,N,Pass
AAA,2014J,100397,F,South East Region,HE Qualification,30-40%,55<=,0,120,N,Withdrawn
CCC,2014J,100351,M,London Region,Post Graduate Qualification,20-30%,0-35,0,30,N,Withdrawn
AAA,2013J,100338,M,Scotland,HE Qualification,90-100%,0-35,0,30,N,Fail
BBB,2014J,100183,M,North Western Region,Post Graduate Qualification,10-20%,0-35,0,60,N,Fail
BBB,2014J,100791,M,South East Region,HE Qualification,80-90%,0-35,2,120,N,Pass
CCC,2014J,100833,M,London Region,A Level or Equivalent,60-70%,55<=,0,90,N,Pass
AAA,2014J,100406,M,Scotland,Lower Than A Level,0-10%,35-55,1,30,N,Distinction
BBB,2014J,100341,M,North Western Region,Lower Than A Level,60-70%,0-35,1,60,Y,Pass
BBB,2013J,100673,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,2,120,Y,Withdrawn
BBB,2013J,100781,M,South East Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
CCC,2013J,100890,F,Scotland,A Level or Equivalent,50-60%,0-35,1,90,N,Withdrawn
CCC,2014J,100786,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
BBB,2014J,100405,M,North Western Region,A Level or Equivalent,10-20%,35-55,0,120,N,Fail
BBB,2013J,100751,M,East Anglian Region,Post Graduate Qualification,0-10%,35-55,0,120,N,Pass
CCC,2013J,100661,M,Scotland,Post Graduate Qualification,30-40%,0-35,1,120,N,Fail
BBB,2014J,100090,M,East Anglian Region,HE Qualification,60-70%,35-55,1,30,N,Fail
BBB,2014J,100506,F,London Region,A Level or Equivalent,,0-35,1,90,N,Pass
AAA,2013J,100450,F,East Anglian Region,HE Qualification,60-70%,35-55,1,60,N,Fail
AAA,2013J,100850,F,Scotland,HE Qualification,30-40%,35-55,0,90,N,Distinction
BBB,2013J,100818,F,North Western Region,A Level or Equivalent,,35-55,0,90,N,Fail
CCC,2014J,100841,M,East Anglian Region,A Level or Equivalent,,0-35,2,30,N,Distinction
AAA,2013J,100023,F,North Western Region,HE Qualification,30-40%,0-35,0,120,N,Withdrawn
BBB,2014J,100301,F,East Anglian Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn
AAA,2014J,100675,F,London Region,HE Qualification,40-50%,0-35,0,120,Y,Pass
CCC,2013J,100845,F,South East Region,Lower Than A Level,,35-55,2,60,N,Withdrawn
AAA,2013J,100895,M,North Western Region,HE Qualification,20-30%,0-35,1,60,N,Withdrawn
CCC,2013J,100345,F,Scotland,HE Qualification,30-40%,55<=,1,30,N,Fail
CCC,2013J,100222,M,North Western Region,A Level or Equivalent,30-40%,0-35,1,30,N,Pass
AAA,2014J,100735,M,South East Region,Post Graduate Qualification,70-80%,0-35,0,60,N,Distinction
CCC,2014J,100104,F,Scotland,HE Qualification,70-80%,35-55,1,120,N,Distinction
CCC,2014J,100588,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,30,Y,Pass
BBB,2013J,100039,M,London Region,Lower Than A Level,10-20%,0-35,1,90,N,Fail
CCC,2013J,100541,M,North Western Region,Lower Than A Level,40-50%,35-55,0,90,N,Withdrawn
CCC,2013J,100472,F,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
AAA,2013J,100542,M,South East Region,Lower Than A Level,0-10%,0-35,1,120,N,Pass
CCC,2013J,100085,M,South East Region,HE Qualification,0-10%,0-35,0,30,N,Fail
CCC,2014J,100884,M,North Western Region,HE Qualification,,35-55,1,120,N,Pass
AAA,2013J,100471,M,East Anglian Region,Post Graduate Qualification,0-10%,0-35,0,90,N,Withdrawn
AAA,2014J,100305,F,South East Region,HE Qualification,40-50%,35-55,2,60,N,Fail
CCC,2014J,100035,F,North Western Region,Post Graduate Qualification,80-90%,0-35,1,120,N,Fail
AAA,2014J,100379,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Withdrawn
BBB,2013J,100420,F,London Region,A Level or Equivalent,50-60%,0-35,1,120,N,Pass
CCC,2013J,100324,F,London Region,A Level or Equivalent,60-70%,35-55,1,90,N,Withdrawn
AAA,2014J,100409,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,2,120,N,Pass
AAA,2013J,100749,F,North Western Region,HE Qualification,90-100%,0-35,0,30,N,Pass
AAA,2014J,100041,F,South East Region,Post Graduate Qualification,30-40%,35-55,1,60,N,Withdrawn
AAA,2013J,100186,F,Scotland,A Level or Equivalent,10-20%,0-35,2,120,N,Fail
BBB,2014J,100493,M,South East Region,A Level or Equivalent,50-60%,0-35,1,120,N,Pass
BBB,2013J,100448,F,London Region,A Level or Equivalent,10-20%,0-35,0,30,N,Pass
AAA,2014J,100262,M,Scotland,Post Graduate Qualification,,0-35,2,120,N,Fail
BBB,2014J,100803,M,East Anglian Region,Lower Than A Level,60-70%,0-35,1,90,N,Fail
BBB,2014J,100834,M,East Anglian Region,Post Graduate Qualification,20-30%,0-35,0,30,N,Withdrawn
BBB,2014J,100172,M,North Western Region,A Level or Equivalent,,0-35,0,90,Y,Pass
AAA,2013J,100797,F,Scotland,Post Graduate Qualification,80-90%,55<=,0,90,N,Pass
BBB,2014J,100880,F,South East Region,Post Graduate Qualification,40-50%,0-35,1,120,N,Fail
CCC,2013J,100680,F,Scotland,Post Graduate Qualification,10-20%,35-55,1,120,N,Withdrawn
AAA,2013J,100683,F,South East Region,Post Graduate Qualification,30-40%,0-35,0,60,N,Pass
AAA,2013J,100190,F,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
CCC,2013J,100280,M,East Anglian Region,HE Qualification,80-90%,0-35,2,30,N,Withdrawn
BBB,2014J,100088,M,North Western Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail
BBB,2013J,100826,F,Scotland,Lower Than A Level,30-40%,35-55,0,120,N,Fail
CCC,2013J,100895,M,East Anglian Region,HE Qualification,20-30%,35-55,0,30,N,Distinction
BBB,2014J,100429,F,South East Region,HE Qualification,40-50%,35-55,0,90,N,Distinction
AAA,2014J,100497,M,London Region,HE Qualification,10-20%,0-35,1,90,N,Fail
CCC,2014J,100294,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass
BBB,2013J,100430,M,South East Region,A Level or Equivalent,30-40%,35-55,1,30,N,Fail
AAA,2013J,100634,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Pass
BBB,2014J,100042,M,East Anglian Region,Post Graduate Qualification,80-90%,0-35,0,90,Y,Distinction
BBB,2014J,100168,F,Scotland,Post Graduate Qualification,30-40%,55<=,0,60,N,Withdrawn
AAA,2014J,100806,F,East Anglian Region,Lower Than A Level,70-80%,55<=,0,120,N,Fail
CCC,2013J,100403,M,South East Region,Lower Than A Level,30-40%,0-35,0,90,N,Distinction
CCC,2013J,100691,M,South East Region,Lower Than A Level,90-100%,55<=,2,60,N,Distinction
AAA,2013J,100323,F,East Anglian Region,Post Graduate Qualification,30-40%,55<=,2,30,N,Pass
CCC,2014J,100485,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,30,N,Pass
CCC,2013J,100525,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,90,Y,Pass
BBB,2013J,100337,F,North Western Region,HE Qualification,60-70%,0-35,1,60,N,Fail
BBB,2013J,100087,F,London Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
CCC,2013J,100880,F,Scotland,A Level or Equivalent,60-70%,0-35,1,60,N,Pass
CCC,2013J,100401,M,London Region,A Level or Equivalent,90-100%,0-35,1,90,N,Pass
BBB,2014J,100648,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass
BBB,2014J,100725,F,Scotland,Lower Than A Level,40-50%,0-35,0,30,N,Fail
BBB,2013J,100434,F,South East Region,A Level or Equivalent,0-10%,35-55,0,90,N,Distinction
AAA,2014J,100075,M,South East Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
CCC,2014J,100715,F,London Region,Lower Than A Level,80-90%,0-35,2,90,Y,Withdrawn
CCC,2013J,100221,F,South East Region,HE Qualification,80-90%,0-35,0,30,N,Pass
CCC,2014J,100579,F,North Western Region,A Level or Equivalent,10-20%,0-35,0,30,N,Fail
BBB,2013J,100227,M,London Region,Lower Than A Level,70-80%,0-35,0,30,Y,Fail
BBB,2013J,100323,M,South East Region,Post Graduate Qualification,20-30%,0-35,1,30,N,Fail
BBB,2014J,100542,F,London Region,Lower Than A Level,50-60%,0-35,0,90,N,Distinction
BBB,2013J,100317,M,East Anglian Region,Lower Than A Level,,35-55,1,120,N,Fail
CCC,2013J,100337,F,South East Region,A Level or Equivalent,40-50%,0-35,1,60,N,Pass
CCC,2013J,100642,M,East Anglian Region,HE Qualification,80-90%,35-55,2,120,N,Withdrawn
AAA,2013J,100674,F,North Western Region,Lower Than A Level,50-60%,35-55,0,90,N,Pass
AAA,2014J,100580,M,North Western Region,Post Graduate Qualification,70-80%,0-35,1,120,N,Fail
BBB,2013J,100081,F,London Region,A Level or Equivalent,60-70%,35-55,2,90,N,Pass
BBB,2013J,100610,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
CCC,2013J,100240,M,London Region,Post Graduate Qualification,80-90%,0-35,0,90,N,Fail
BBB,2013J,100723,F,South East Region,Lower Than A Level,90-100%,0-35,0,90,N,Fail
BBB,2013J,100738,M,Scotland,Lower Than A Level,30-40%,35-55,1,90,Y,Pass
CCC,2014J,100039,M,North Western Region,Post Graduate Qualification,,35-55,1,120,Y,Fail
BBB,2013J,100809,M,South East Region,HE Qualification,60-70%,0-35,0,30,N,Pass
BBB,2013J,100488,F,South East Region,A Level or Equivalent,60-70%,55<=,0,90,N,Pass
BBB,2014J,100600,M,London Region,HE Qualification,30-40%,0-35,0,120,N,Pass
BBB,2014J,100327,M,Scotland,HE Qualification,40-50%,35-55,0,30,N,Pass
CCC,2013J,100156,F,North Western Region,HE Qualification,70-80%,35-55,1,60,N,Withdrawn
BBB,2013J,100172,M,North Western Region,HE Qualification,30-40%,55<=,0,30,N,Fail
BBB,2014J,100837,M,North Western Region,A Level or Equivalent,90-100%,55<=,1,30,N,Fail
BBB,2013J,100625,M,North Western Region,Post Graduate Qualification,40-50%,0-35,1,120,N,Pass
AAA,2013J,100467,M,Scotland,HE Qualification,70-80%,35-55,1,30,Y,Pass
BBB,2014J,100822,F,North Western Region,Lower Than A Level,0-10%,35-55,2,90,N,Pass
AAA,2013J,100607,M,London Region,Post Graduate Qualification,0-10%,35-55,0,120,N,Pass
AAA,2013J,100571,F,South East Region,A Level or Equivalent,90-100%,0-35,1,60,Y,Pass
BBB,2013J,100879,M,South East Region,Post Graduate Qualification,80-90%,0-35,2,60,N,Fail
AAA,2014J,100174,M,South East Region,Post Graduate Qualification,90-100%,0-35,0,60,N,Withdrawn
BBB,2014J,100342,M,South East Region,Post Graduate Qualification,50-60%,0-35,0,60,N,Distinction
BBB,2013J,100861,F,North Western Region,HE Qualification,90-100%,0-35,1,90,N,Fail
BBB,2014J,100562,F,London Region,Post Graduate Qualification,40-50%,35-55,1,120,N,Pass
CCC,2014J,100580,M,East Anglian Region,Lower Than A Level,,0-35,0,120,N,Fail
BBB,2014J,100403,M,Scotland,HE Qualification,20-30%,35-55,0,120,N,Withdrawn
CCC,2013J,100105,F,London Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass
CCC,2013J,100298,M,North Western Region,A Level or Equivalent,40-50%,0-35,2,60,N,Distinction
AAA,2013J,100776,M,London Region,Lower Than A Level,80-90%,35-55,0,120,N,Fail
AAA,2014J,100803,M,London Region,Lower Than A Level,0-10%,0-35,2,90,N,Fail
BBB,2013J,100007,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,1,60,N,Withdrawn
CCC,2014J,100084,F,North Western Region,Post Graduate Qualification,0-10%,55<=,1,60,N,Pass
AAA,2014J,100729,M,London Region,HE Qualification,30-40%,0-35,1,30,N,Pass
AAA,2014J,100268,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,2,60,N,Distinction
CCC,2013J,100762,M,Scotland,A Level or Equivalent,10-20%,0-35,0,60,N,Pass
CCC,2013J,100239,F,South East Region,HE Qualification,50-60%,0-35,2,60,N,Withdrawn
AAA,2014J,100405,M,East Anglian Region,Lower Than A Level,,35-55,0,90,Y,Withdrawn
BBB,2013J,100611,M,London Region,HE Qualification,90-100%,0-35,2,60,N,Pass
BBB,2013J,100040,M,London Region,HE Qualification,0-10%,35-55,0,30,N,Fail
AAA,2014J,100463,F,East Anglian Region,Lower Than A Level,60-70%,0-35,2,120,N,Pass
AAA,2014J,100730,M,East Anglian Region,HE Qualification,60-70%,0-35,0,60,N,Pass
BBB,2014J,100534,F,South East Region,HE Qualification,0-10%,35-55,0,60,N,Distinction
BBB,2014J,100420,F,London Region,HE Qualification,70-80%,0-35,1,90,Y,Distinction
BBB,2013J,100608,M,East Anglian Region,HE Qualification,70-80%,0-35,0,90,N,Pass
CCC,2013J,100474,M,North Western Region,Lower Than A Level,20-30%,35-55,1,90,N,Pass
AAA,2014J,100731,M,North Western Region,HE Qualification,80-90%,0-35,0,30,N,Withdrawn
AAA,2013J,100791,F,East Anglian Region,HE Qualification,70-80%,0-35,1,120,N,Fail
AAA,2014J,100141,M,North Western Region,A Level or Equivalent,10-20%,0-35,0,60,N,Fail
CCC,2014J,100115,M,South East Region,A Level or Equivalent,20-30%,55<=,2,60,N,Pass
CCC,2014J,100606,F,Scotland,Post Graduate Qualification,60-70%,0-35,1,60,N,Fail
BBB,2013J,100145,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,2,60,N,Fail
AAA,2013J,100842,M,South East Region,HE Qualification,20-30%,35-55,0,90,N,Pass
CCC,2014J,100353,F,London Region,Lower Than A Level,20-30%,0-35,0,60,Y,Withdrawn
BBB,2014J,100222,F,North Western Region,Post Graduate Qualification,80-90%,0-35,0,30,N,Withdrawn
CCC,2013J,100193,F,Scotland,HE Qualification,70-80%,0-35,0,90,N,Fail
BBB,2013J,100273,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Withdrawn
CCC,2014J,100603,F,Scotland,HE Qualification,80-90%,35-55,0,30,Y,Fail
CCC,2014J,100520,F,Scotland,A Level or Equivalent,,35-55,1,120,N,Distinction
AAA,2013J,100210,M,London Region,A Level or Equivalent,20-30%,55<=,1,60,N,Fail
CCC,2013J,100476,M,East Anglian Region,HE Qualification,20-30%,35-55,0,90,N,Withdrawn
BBB,2014J,100000,M,London Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail
AAA,2014J,100721,M,South East Region,Post Graduate Qualification,80-90%,35-55,0,60,N,Pass
AAA,2013J,100694,F,Scotland,Lower Than A Level,0-10%,35-55,0,120,N,Distinction
BBB,2014J,100195,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
BBB,2014J,100591,F,East Anglian Region,HE Qualification,20-30%,35-55,0,90,N,Fail
CCC,2014J,100369,F,South East Region,Post Graduate Qualification,40-50%,35-55,0,90,N,Distinction
CCC,2013J,100667,F,North Western Region,A Level or Equivalent,50-60%,55<=,1,60,N,Fail
AAA,2013J,100795,M,East Anglian Region,HE Qualification,30-40%,35-55,0,90,Y,Pass
CCC,2013J,100858,M,London Region,Post Graduate Qualification,,0-35,1,90,N,Pass
AAA,2013J,100228,F,London Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail
BBB,2014J,100237,M,Scotland,Lower Than A Level,60-70%,0-35,1,90,N,Fail
BBB,2013J,100670,F,East Anglian Region,Post Graduate Qualification,40-50%,0-35,0,30,N,Fail
BBB,2014J,100884,F,North Western Region,A Level or Equivalent,40-50%,55<=,2,60,N,Pass
CCC,2014J,100382,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
CCC,2014J,100509,F,London Region,A Level or Equivalent,,0-35,0,60,N,Withdrawn
CCC,2013J,100261,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,90,N,Fail
AAA,2014J,100249,F,East Anglian Region,HE Qualification,10-20%,0-35,2,60,N,Distinction
AAA,2013J,100748,F,Scotland,HE Qualification,40-50%,0-35,0,30,N,Withdrawn
BBB,2013J,100203,F,London Region,Lower Than A Level,60-70%,35-55,1,30,N,Pass
BBB,2013J,100486,F,London Region,A Level or Equivalent,40-50%,0-35,1,90,N,Fail
CCC,2013J,100220,F,North Western Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn
CCC,2014J,100157,M,East Anglian Region,Lower Than A Level,30-40%,0-35,1,90,N,Withdrawn
AAA,2013J,100307,M,London Region,Post Graduate Qualification,30-40%,35-55,0,90,Y,Withdrawn
AAA,2013J,100825,M,North Western Region,HE Qualification,30-40%,35-55,0,120,Y,Withdrawn
CCC,2013J,100357,F,Scotland,HE Qualification,40-50%,35-55,1,120,N,Distinction
BBB,2013J,100830,M,East Anglian Region,Post Graduate Qualification,70-80%,0-35,2,120,N,Withdrawn
AAA,2014J,100718,F,South East Region,HE Qualification,10-20%,55<=,2,120,N,Pass
CCC,2013J,100660,M,North Western Region,Post Graduate Qualification,0-10%,35-55,0,120,N,Distinction
BBB,2014J,100787,M,North Western Region,HE Qualification,50-60%,0-35,0,60,N,Distinction
CCC,2013J,100492,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,90,N,Fail
CCC,2014J,100304,F,North Western Region,HE Qualification,20-30%,0-35,1,90,N,Pass
CCC,2013J,100391,F,North Western Region,A Level or Equivalent,20-30%,35-55,1,30,Y,Pass
CCC,2013J,100234,F,East Anglian Region,Lower Than A Level,40-50%,0-35,2,90,N,Fail
CCC,2014J,100400,M,London Region,Post Graduate Qualification,80-90%,35-55,0,90,N,Pass
AAA,2014J,100270,F,Scotland,Post Graduate Qualification,10-20%,35-55,1,120,N,Pass
AAA,2013J,100154,M,North Western Region,Lower Than A Level,10-20%,35-55,1,90,Y,Fail
