id_student,code_module,code_presentation,at_risk,gender,region,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,date_registration,withdrawn_before_cutoff,sum_click_total,n_active_days,n_early_assessments,mean_early_score,min_early_score
100710,CCC,2014J,0,M,South East Region,A Level or Equivalent,,35-55,Y,2,60,-45.0,0,16.0,3.0,2.0,71.05,70.1
100855,CCC,2014J,1,M,North Western Region,A Level or Equivalent,10-20%,0-35,N,0,120,-9.0,0,12.0,2.0,2.0,57.5,48.6
100336,BBB,2013J,0,F,North Western Region,Lower Than A Level,,35-55,N,1,120,-25.0,0,22.0,5.0,2.0,69.55,60.1
100696,AAA,2014J,0,F,North Western Region,A Level or Equivalent,10-20%,0-35,N,1,120,-26.0,0,0.0,0.0,1.0,57.5,57.5
100577,CCC,2013J,1,F,East Anglian Region,HE Qualification,70-80%,0-35,Y,2,30,-17.0,1,0.0,0.0,0.0,,
100640,AAA,2014J,0,F,London Region,A Level or Equivalent,20-30%,0-35,N,2,120,-25.0,0,5.0,2.0,1.0,38.7,38.7
100354,BBB,2013J,0,F,East Anglian Region,HE Qualification,30-40%,0-35,N,1,30,-45.0,0,20.0,2.0,1.0,66.5,66.5
100785,CCC,2014J,0,M,London Region,A Level or Equivalent,50-60%,0-35,Y,1,120,-12.0,0,11.0,2.0,2.0,56.45,56.3
100233,BBB,2014J,0,M,East Anglian Region,HE Qualification,30-40%,0-35,N,0,120,5.0,0,0.0,0.0,0.0,,
100635,AAA,2014J,1,F,London Region,HE Qualification,90-100%,35-55,N,0,60,-42.0,0,0.0,0.0,0.0,,
100541,AAA,2013J,0,M,Scotland,Post Graduate Qualification,,0-35,N,1,30,-67.0,0,36.0,4.0,2.0,83.94999999999999,76.1
100003,BBB,2013J,0,M,East Anglian Region,Lower Than A Level,50-60%,35-55,N,0,60,-20.0,0,23.0,3.0,1.0,73.1,73.1
100786,BBB,2013J,1,F,London Region,A Level or Equivalent,0-10%,0-35,N,0,90,-33.0,0,26.0,3.0,2.0,84.55,74.1
100114,CCC,2013J,1,M,East Anglian Region,Lower Than A Level,20-30%,0-35,N,1,30,-19.0,0,18.0,3.0,1.0,47.6,47.6
100676,AAA,2014J,0,M,South East Region,HE Qualification,0-10%,35-55,Y,2,30,-39.0,0,5.0,2.0,0.0,,
100648,CCC,2014J,0,M,North Western Region,Lower Than A Level,90-100%,55<=,Y,1,60,-35.0,0,11.0,4.0,1.0,43.0,43.0
100893,CCC,2014J,1,F,North Western Region,Lower Than A Level,20-30%,35-55,N,1,120,-32.0,0,5.0,1.0,1.0,59.9,59.9
100433,CCC,2013J,0,F,North Western Region,Lower Than A Level,90-100%,0-35,N,0,60,-29.0,0,5.0,1.0,2.0,76.5,61.8
100411,BBB,2013J,1,F,North Western Region,HE Qualification,70-80%,0-35,N,0,30,-55.0,0,5.0,1.0,0.0,,
100345,BBB,2014J,0,M,Scotland,Lower Than A Level,60-70%,35-55,N,0,60,-54.0,0,9.0,2.0,2.0,63.5,54.4
100184,CCC,2013J,1,F,East Anglian Region,Lower Than A Level,0-10%,35-55,N,1,60,-27.0,0,1.0,1.0,2.0,56.95,53.7
100479,CCC,2013J,0,M,London Region,Lower Than A Level,60-70%,0-35,N,2,60,-53.0,0,25.0,3.0,2.0,75.0,72.9
100606,AAA,2014J,0,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,0,60,-17.0,0,29.0,4.0,1.0,66.0,66.0
100663,CCC,2014J,0,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,N,1,90,-16.0,0,26.0,4.0,2.0,73.19999999999999,72.3
100696,AAA,2013J,0,M,Scotland,Lower Than A Level,,0-35,Y,1,60,-37.0,0,21.0,4.0,2.0,75.45,57.1
100025,BBB,2013J,1,M,London Region,A Level or Equivalent,20-30%,35-55,N,1,120,-24.0,0,0.0,0.0,1.0,45.1,45.1
100795,BBB,2013J,1,M,London Region,A Level or Equivalent,30-40%,35-55,N,1,90,-26.0,0,20.0,6.0,1.0,72.9,72.9
100033,BBB,2014J,0,F,London Region,HE Qualification,30-40%,35-55,N,0,90,-18.0,0,10.0,3.0,1.0,74.4,74.4
100039,CCC,2013J,1,F,Scotland,Post Graduate Qualification,90-100%,0-35,N,0,90,-18.0,0,3.0,1.0,1.0,41.4,41.4
100377,CCC,2014J,0,M,East Anglian Region,HE Qualification,0-10%,35-55,N,0,120,-82.0,0,0.0,0.0,0.0,,
100444,AAA,2013J,0,M,East Anglian Region,Post Graduate Qualification,90-100%,35-55,N,0,60,-35.0,0,22.0,3.0,2.0,76.0,75.5
100326,AAA,2013J,0,M,East Anglian Region,Lower Than A Level,80-90%,0-35,N,0,120,-20.0,0,6.0,1.0,2.0,71.65,59.1
100285,AAA,2013J,1,M,North Western Region,Lower Than A Level,50-60%,0-35,N,0,30,-38.0,0,1.0,1.0,0.0,,
100654,CCC,2014J,1,M,North Western Region,Post Graduate Qualification,60-70%,35-55,N,2,30,-29.0,0,9.0,1.0,1.0,42.1,42.1
100349,BBB,2013J,0,M,London Region,A Level or Equivalent,90-100%,0-35,N,0,120,-15.0,0,25.0,3.0,2.0,66.7,56.6
100089,CCC,2013J,0,F,London Region,A Level or Equivalent,30-40%,0-35,N,1,30,0.0,0,14.0,3.0,2.0,72.95,72.0
100383,CCC,2013J,1,F,South East Region,Lower Than A Level,0-10%,0-35,N,1,90,-7.0,0,12.0,3.0,2.0,67.6,57.9
100191,AAA,2013J,0,M,Scotland,Post Graduate Qualification,70-80%,0-35,N,1,90,-32.0,0,20.0,4.0,2.0,59.55,53.9
100881,AAA,2014J,0,F,London Region,HE Qualification,10-20%,35-55,N,2,30,-34.0,0,0.0,0.0,2.0,48.349999999999994,34.3
100766,BBB,2013J,1,M,London Region,Post Graduate Qualification,0-10%,0-35,N,0,90,-87.0,0,16.0,3.0,1.0,65.7,65.7
100476,BBB,2013J,0,F,Scotland,A Level or Equivalent,,35-55,N,0,90,-37.0,0,18.0,3.0,1.0,92.4,92.4
100805,CCC,2013J,0,M,London Region,Lower Than A Level,50-60%,0-35,N,1,90,-57.0,0,8.0,2.0,2.0,75.9,69.6
100750,AAA,2014J,1,F,London Region,HE Qualification,70-80%,0-35,N,2,90,-26.0,1,0.0,0.0,0.0,,
100493,BBB,2013J,1,M,London Region,Lower Than A Level,20-30%,0-35,N,0,120,-27.0,0,5.0,2.0,0.0,,
100312,AAA,2013J,1,F,North Western Region,HE Qualification,10-20%,35-55,N,0,30,-16.0,0,7.0,1.0,0.0,,
100573,AAA,2013J,0,M,London Region,A Level or Equivalent,0-10%,55<=,N,0,90,-2.0,0,22.0,2.0,2.0,87.25,74.5
100686,AAA,2013J,1,F,East Anglian Region,Post Graduate Qualification,30-40%,0-35,Y,0,60,-31.0,0,0.0,0.0,0.0,,
100367,BBB,2013J,1,M,South East Region,Post Graduate Qualification,30-40%,0-35,N,1,120,-56.0,0,1.0,1.0,1.0,60.9,60.9
100603,BBB,2013J,0,F,East Anglian Region,Lower Than A Level,50-60%,35-55,N,2,90,-41.0,0,6.0,2.0,0.0,,
100554,BBB,2013J,0,M,East Anglian Region,Lower Than A Level,60-70%,0-35,N,1,30,-37.0,0,1.0,1.0,1.0,52.6,52.6
100732,CCC,2013J,1,F,North Western Region,Post Graduate Qualification,30-40%,55<=,N,0,120,-18.0,0,0.0,0.0,0.0,,
100248,CCC,2014J,1,F,London Region,HE Qualification,50-60%,35-55,N,0,30,-49.0,1,19.0,3.0,1.0,59.1,59.1
100329,BBB,2014J,1,F,Scotland,A Level or Equivalent,0-10%,0-35,N,0,60,-36.0,0,5.0,1.0,1.0,47.4,47.4
100063,BBB,2014J,1,M,Scotland,Lower Than A Level,30-40%,35-55,N,1,60,-33.0,1,0.0,0.0,0.0,,
100276,CCC,2013J,0,M,North Western Region,A Level or Equivalent,,0-35,N,1,90,-39.0,0,51.0,8.0,1.0,70.6,70.6
100734,CCC,2014J,0,M,London Region,HE Qualification,,35-55,N,0,60,-14.0,0,28.0,4.0,2.0,77.0,73.4
100474,AAA,2013J,0,F,North Western Region,Post Graduate Qualification,50-60%,0-35,Y,0,90,-17.0,0,18.0,3.0,2.0,61.75,61.7
100767,CCC,2014J,0,F,Scotland,Post Graduate Qualification,,35-55,N,2,90,-7.0,0,0.0,0.0,0.0,,
100781,AAA,2014J,0,M,London Region,A Level or Equivalent,50-60%,0-35,N,2,30,-37.0,0,5.0,1.0,1.0,74.8,74.8
100213,BBB,2014J,0,F,South East Region,A Level or Equivalent,10-20%,0-35,Y,1,30,-6.0,0,16.0,3.0,0.0,,
100505,BBB,2014J,1,M,Scotland,Lower Than A Level,90-100%,35-55,N,1,60,-57.0,0,0.0,0.0,0.0,,
100884,BBB,2013J,0,F,Scotland,Lower Than A Level,40-50%,0-35,N,2,30,-58.0,0,0.0,0.0,1.0,57.9,57.9
100484,AAA,2013J,0,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,0,120,-54.0,0,5.0,2.0,1.0,72.1,72.1
100730,CCC,2014J,0,M,North Western Region,HE Qualification,70-80%,35-55,N,0,60,-30.0,0,71.0,6.0,2.0,83.55,67.1
100711,AAA,2013J,0,M,East Anglian Region,Lower Than A Level,30-40%,0-35,N,1,60,-6.0,0,32.0,3.0,2.0,92.95,89.7
100576,AAA,2014J,1,M,Scotland,A Level or Equivalent,80-90%,35-55,N,0,90,-42.0,0,0.0,0.0,0.0,,
100759,CCC,2014J,0,M,North Western Region,HE Qualification,50-60%,35-55,N,1,120,-40.0,0,51.0,5.0,2.0,97.35,94.7
100616,CCC,2014J,1,M,East Anglian Region,Post Graduate Qualification,40-50%,35-55,N,1,90,-34.0,0,6.0,2.0,1.0,60.8,60.8
100878,AAA,2013J,0,M,South East Region,Post Graduate Qualification,30-40%,0-35,Y,0,90,-19.0,0,37.0,5.0,2.0,84.1,78.9
100048,CCC,2014J,0,M,London Region,A Level or Equivalent,80-90%,0-35,N,0,120,-40.0,0,35.0,4.0,2.0,83.4,70.0
100517,CCC,2013J,1,F,Scotland,A Level or Equivalent,20-30%,55<=,N,0,120,-41.0,0,0.0,0.0,2.0,50.5,37.3
100356,AAA,2013J,0,M,London Region,Post Graduate Qualification,10-20%,0-35,N,1,30,-57.0,0,9.0,2.0,1.0,61.4,61.4
100380,BBB,2014J,0,F,London Region,A Level or Equivalent,30-40%,0-35,N,1,60,-6.0,0,25.0,5.0,2.0,46.85,27.8
100528,AAA,2014J,0,F,South East Region,HE Qualification,70-80%,0-35,N,1,120,-28.0,0,0.0,0.0,2.0,60.85,50.8
100230,AAA,2014J,0,M,South East Region,Lower Than A Level,70-80%,35-55,N,2,120,-45.0,0,39.0,4.0,2.0,76.4,71.6
100337,AAA,2014J,1,F,Scotland,A Level or Equivalent,90-100%,35-55,N,0,90,-5.0,0,13.0,3.0,0.0,,
100095,AAA,2013J,0,F,North Western Region,A Level or Equivalent,60-70%,35-55,N,0,90,-42.0,0,4.0,1.0,1.0,34.0,34.0
100891,BBB,2013J,0,F,Scotland,Post Graduate Qualification,70-80%,35-55,N,1,30,-2.0,0,13.0,2.0,2.0,74.45,67.9
100466,BBB,2014J,1,M,South East Region,Lower Than A Level,90-100%,0-35,N,2,90,-2.0,0,0.0,0.0,2.0,70.6,68.5
100336,AAA,2013J,0,M,Scotland,Post Graduate Qualification,,0-35,N,1,30,-29.0,0,26.0,4.0,1.0,65.6,65.6
100568,AAA,2013J,1,M,Scotland,A Level or Equivalent,0-10%,0-35,N,0,90,-60.0,0,4.0,2.0,0.0,,
100378,AAA,2014J,1,F,North Western Region,Lower Than A Level,80-90%,35-55,N,0,30,10.0,0,0.0,0.0,0.0,,
100119,CCC,2014J,1,F,North Western Region,HE Qualification,10-20%,0-35,N,0,30,-22.0,0,0.0,0.0,1.0,60.5,60.5
100727,CCC,2014J,0,F,London Region,Lower Than A Level,0-10%,0-35,N,1,120,-11.0,0,22.0,3.0,2.0,61.95,60.1
100141,BBB,2013J,0,M,Scotland,Lower Than A Level,20-30%,35-55,N,0,90,-16.0,0,6.0,2.0,2.0,80.55,72.8
100503,CCC,2013J,1,M,North Western Region,Lower Than A Level,20-30%,35-55,Y,0,90,-4.0,0,3.0,1.0,0.0,,
100672,BBB,2013J,0,F,London Region,A Level or Equivalent,60-70%,35-55,N,1,30,-43.0,0,12.0,2.0,2.0,80.75,75.5
100742,AAA,2014J,0,F,South East Region,Lower Than A Level,0-10%,0-35,Y,2,90,-24.0,0,12.0,2.0,2.0,81.69999999999999,66.3
100465,BBB,2013J,0,M,South East Region,HE Qualification,0-10%,55<=,N,0,90,-54.0,0,14.0,3.0,1.0,75.7,75.7
100398,AAA,2013J,1,M,North Western Region,Lower Than A Level,50-60%,0-35,N,2,90,-17.0,0,2.0,1.0,0.0,,
100122,AAA,2014J,0,F,North Western Region,Post Graduate Qualification,,0-35,N,1,60,-30.0,0,50.0,4.0,2.0,77.25,64.0
100076,AAA,2014J,0,M,South East Region,Post Graduate Qualification,50-60%,0-35,N,2,60,-24.0,0,0.0,0.0,1.0,76.0,76.0
100071,AAA,2014J,1,M,East Anglian Region,HE Qualification,40-50%,0-35,N,0,120,-33.0,0,4.0,1.0,0.0,,
100344,AAA,2014J,0,M,North Western Region,Post Graduate Qualification,60-70%,0-35,Y,1,120,-47.0,0,0.0,0.0,0.0,,
100215,CCC,2014J,1,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N,1,120,-14.0,1,0.0,0.0,0.0,,
100816,BBB,2014J,1,M,North Western Region,Post Graduate Qualification,0-10%,35-55,N,0,90,-41.0,0,2.0,1.0,0.0,,
100187,CCC,2013J,0,F,Scotland,A Level or Equivalent,20-30%,35-55,N,1,30,-19.0,0,54.0,4.0,2.0,84.94999999999999,79.3
100042,AAA,2013J,1,M,London Region,HE Qualification,70-80%,35-55,N,2,30,-21.0,0,1.0,1.0,1.0,30.9,30.9
100538,BBB,2014J,1,M,London Region,Post Graduate Qualification,30-40%,0-35,N,1,90,-30.0,0,0.0,0.0,0.0,,
100831,CCC,2013J,0,M,South East Region,Post Graduate Qualification,0-10%,35-55,N,0,60,-61.0,0,11.0,2.0,2.0,59.2,54.4
100274,BBB,2014J,0,F,South East Region,A Level or Equivalent,10-20%,0-35,N,1,30,-56.0,0,37.0,4.0,2.0,84.55,79.3
100461,BBB,2013J,0,M,South East Region,A Level or Equivalent,90-100%,0-35,N,2,120,-46.0,0,14.0,3.0,1.0,78.7,78.7
100240,AAA,2014J,1,F,North Western Region,Lower Than A Level,30-40%,0-35,N,1,120,-73.0,0,14.0,2.0,1.0,61.2,61.2
100327,AAA,2013J,0,M,East Anglian Region,A Level or Equivalent,0-10%,35-55,N,0,60,-2.0,0,0.0,0.0,0.0,,
100689,AAA,2014J,1,M,South East Region,A Level or Equivalent,80-90%,0-35,N,0,90,-23.0,0,1.0,1.0,1.0,28.4,28.4
100425,AAA,2013J,1,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,N,1,60,-31.0,0,0.0,0.0,0.0,,
100445,CCC,2013J,1,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,1,60,-74.0,0,0.0,0.0,0.0,,
100459,BBB,2013J,1,F,East Anglian Region,Post Graduate Qualification,90-100%,0-35,Y,0,90,-66.0,0,6.0,2.0,2.0,59.35,58.2
100840,BBB,2014J,1,M,South East Region,Post Graduate Qualification,30-40%,0-35,N,0,60,-30.0,0,0.0,0.0,0.0,,
100756,CCC,2013J,1,M,London Region,HE Qualification,60-70%,0-35,N,0,120,9.0,0,0.0,0.0,0.0,,
100150,AAA,2014J,1,F,Scotland,Lower Than A Level,80-90%,0-35,N,0,30,-44.0,0,6.0,3.0,2.0,64.0,59.8
100350,AAA,2013J,0,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,N,0,90,-13.0,0,2.0,1.0,0.0,,
100648,BBB,2013J,1,M,London Region,HE Qualification,20-30%,0-35,N,0,120,-40.0,0,21.0,3.0,2.0,40.0,39.8
100299,CCC,2014J,0,F,North Western Region,Lower Than A Level,70-80%,0-35,N,0,120,-29.0,0,4.0,1.0,2.0,76.05,60.6
100290,BBB,2013J,0,F,South East Region,A Level or Equivalent,80-90%,35-55,N,1,30,-6.0,0,26.0,3.0,2.0,62.150000000000006,53.9
100596,AAA,2014J,0,F,North Western Region,Post Graduate Qualification,10-20%,0-35,N,2,90,-44.0,0,22.0,3.0,1.0,69.7,69.7
100756,CCC,2014J,0,F,South East Region,Post Graduate Qualification,70-80%,0-35,N,0,120,-2.0,0,13.0,2.0,1.0,71.6,71.6
100810,AAA,2014J,0,M,South East Region,A Level or Equivalent,10-20%,0-35,N,0,120,-29.0,0,16.0,3.0,1.0,71.5,71.5
100414,AAA,2013J,1,F,Scotland,A Level or Equivalent,90-100%,0-35,N,0,120,-8.0,0,14.0,3.0,1.0,57.8,57.8
100713,BBB,2014J,0,F,South East Region,A Level or Equivalent,10-20%,35-55,N,0,30,-44.0,0,20.0,4.0,0.0,,
100507,AAA,2013J,1,M,London Region,HE Qualification,,0-35,N,1,90,-2.0,0,5.0,2.0,1.0,50.0,50.0
100320,CCC,2014J,1,M,South East Region,A Level or Equivalent,70-80%,35-55,N,0,90,-25.0,0,4.0,1.0,1.0,39.4,39.4
100073,CCC,2014J,0,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,0,90,-21.0,0,1.0,1.0,1.0,58.4,58.4
100891,AAA,2013J,0,M,South East Region,A Level or Equivalent,30-40%,35-55,N,1,30,-40.0,0,5.0,2.0,1.0,58.6,58.6
100408,BBB,2013J,1,M,East Anglian Region,HE Qualification,80-90%,0-35,N,0,60,-39.0,0,0.0,0.0,0.0,,
100712,BBB,2013J,0,M,South East Region,Post Graduate Qualification,20-30%,0-35,N,0,120,-11.0,0,0.0,0.0,1.0,50.0,50.0
100280,CCC,2014J,0,M,East Anglian Region,Post Graduate Qualification,50-60%,55<=,Y,1,30,-34.0,0,32.0,4.0,1.0,72.8,72.8
100176,BBB,2013J,0,F,North Western Region,A Level or Equivalent,,55<=,N,2,60,-60.0,0,10.0,2.0,0.0,,
100744,AAA,2013J,1,F,Scotland,Post Graduate Qualification,20-30%,0-35,N,0,30,-64.0,1,0.0,0.0,1.0,46.4,46.4
100092,AAA,2014J,1,M,East Anglian Region,Post Graduate Qualification,70-80%,35-55,N,0,30,-65.0,0,33.0,5.0,2.0,71.6,67.0
100452,CCC,2013J,0,M,South East Region,A Level or Equivalent,10-20%,0-35,N,1,120,-18.0,0,3.0,1.0,0.0,,
100859,AAA,2014J,1,M,South East Region,Post Graduate Qualification,90-100%,0-35,N,2,120,-53.0,0,0.0,0.0,2.0,34.75,34.0
100077,AAA,2014J,0,F,East Anglian Region,Post Graduate Qualification,30-40%,0-35,Y,2,90,-27.0,0,6.0,3.0,1.0,58.2,58.2
100799,CCC,2013J,0,F,North Western Region,A Level or Equivalent,50-60%,0-35,Y,1,90,-31.0,0,10.0,2.0,0.0,,
100669,CCC,2013J,1,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,N,0,120,-21.0,0,9.0,2.0,1.0,79.4,79.4
100759,BBB,2014J,0,M,North Western Region,Lower Than A Level,10-20%,0-35,N,0,60,-27.0,0,34.0,5.0,2.0,80.15,77.9
100099,AAA,2014J,1,M,South East Region,Post Graduate Qualification,70-80%,35-55,N,1,120,-84.0,1,9.0,2.0,0.0,,
100201,CCC,2013J,1,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,1,60,-36.0,0,0.0,0.0,0.0,,
100002,AAA,2014J,0,F,Scotland,Post Graduate Qualification,,0-35,N,0,90,-21.0,0,11.0,2.0,1.0,65.7,65.7
100690,BBB,2014J,0,M,East Anglian Region,Lower Than A Level,0-10%,0-35,N,0,60,3.0,0,6.0,2.0,0.0,,
100633,CCC,2013J,0,M,North Western Region,HE Qualification,30-40%,55<=,N,1,90,4.0,0,54.0,5.0,2.0,76.15,68.7
100182,CCC,2014J,1,F,East Anglian Region,A Level or Equivalent,,0-35,N,0,60,-57.0,1,7.0,2.0,2.0,71.55,65.6
100562,AAA,2013J,0,F,London Region,A Level or Equivalent,10-20%,0-35,N,1,120,-37.0,0,0.0,0.0,0.0,,
100590,CCC,2014J,0,M,London Region,Lower Than A Level,0-10%,35-55,N,0,90,-61.0,0,25.0,4.0,1.0,46.9,46.9
100698,AAA,2014J,0,F,North Western Region,Lower Than A Level,80-90%,55<=,Y,0,60,0.0,0,49.0,5.0,2.0,75.0,70.1
100527,CCC,2014J,0,F,Scotland,A Level or Equivalent,0-10%,55<=,N,1,120,-10.0,0,13.0,1.0,2.0,95.25,90.5
100477,BBB,2013J,0,F,North Western Region,A Level or Equivalent,90-100%,35-55,N,0,90,-23.0,0,84.0,8.0,2.0,88.85,81.5
100309,BBB,2014J,0,M,Scotland,A Level or Equivalent,90-100%,35-55,N,0,30,-2.0,0,32.0,4.0,1.0,70.4,70.4
100539,AAA,2014J,0,F,Scotland,Lower Than A Level,20-30%,35-55,N,1,120,-6.0,0,3.0,1.0,1.0,57.0,57.0
100756,AAA,2013J,1,F,London Region,HE Qualification,,35-55,N,0,90,-21.0,1,0.0,0.0,1.0,50.3,50.3
100279,BBB,2014J,1,F,East Anglian Region,Post Graduate Qualification,,0-35,Y,0,90,-15.0,0,0.0,0.0,1.0,62.4,62.4
100154,BBB,2014J,0,F,London Region,HE Qualification,40-50%,0-35,N,0,30,-34.0,0,23.0,4.0,1.0,70.5,70.5
100374,BBB,2013J,0,F,East Anglian Region,Lower Than A Level,60-70%,0-35,N,1,30,-37.0,0,11.0,2.0,0.0,,
100142,BBB,2013J,1,F,East Anglian Region,Lower Than A Level,40-50%,0-35,N,0,30,-7.0,0,0.0,0.0,0.0,,
100684,CCC,2013J,1,M,East Anglian Region,Post Graduate Qualification,20-30%,35-55,N,0,90,3.0,0,8.0,2.0,1.0,47.0,47.0
100892,BBB,2014J,1,F,North Western Region,A Level or Equivalent,40-50%,35-55,N,1,120,-45.0,0,6.0,3.0,0.0,,
100171,CCC,2014J,1,M,Scotland,A Level or Equivalent,60-70%,35-55,N,0,30,-35.0,0,25.0,4.0,2.0,64.6,61.4
100617,CCC,2013J,0,F,East Anglian Region,HE Qualification,0-10%,35-55,N,1,90,-23.0,0,47.0,7.0,2.0,89.75,83.1
100394,CCC,2013J,0,F,East Anglian Region,Lower Than A Level,30-40%,35-55,N,1,30,-20.0,0,40.0,6.0,2.0,84.55,82.1
100012,CCC,2014J,1,F,South East Region,HE Qualification,30-40%,35-55,Y,1,60,-40.0,0,2.0,1.0,2.0,51.400000000000006,47.1
100613,CCC,2013J,1,F,Scotland,A Level or Equivalent,0-10%,0-35,N,0,120,8.0,0,0.0,0.0,0.0,,
100630,AAA,2014J,1,M,North Western Region,Lower Than A Level,10-20%,35-55,N,0,120,-22.0,0,0.0,0.0,0.0,,
100767,CCC,2013J,1,F,East Anglian Region,A Level or Equivalent,10-20%,0-35,Y,0,60,5.0,0,5.0,2.0,0.0,,
100397,AAA,2013J,0,F,Scotland,Lower Than A Level,30-40%,0-35,N,1,120,-39.0,0,0.0,0.0,1.0,42.8,42.8
100828,CCC,2014J,0,F,East Anglian Region,HE Qualification,60-70%,35-55,N,2,120,-32.0,0,30.0,4.0,2.0,79.80000000000001,76.2
100786,BBB,2014J,0,F,Scotland,A Level or Equivalent,10-20%,55<=,N,0,60,-33.0,0,9.0,1.0,1.0,54.6,54.6
100668,CCC,2013J,1,M,London Region,Post Graduate Qualification,40-50%,55<=,Y,1,30,-60.0,0,7.0,2.0,1.0,59.3,59.3
100441,AAA,2013J,1,M,East Anglian Region,HE Qualification,10-20%,35-55,Y,0,120,-15.0,0,16.0,4.0,1.0,54.0,54.0
100566,BBB,2014J,0,F,South East Region,Post Graduate Qualification,40-50%,0-35,N,1,30,-22.0,0,12.0,2.0,1.0,63.6,63.6
100168,CCC,2014J,0,F,Scotland,Lower Than A Level,50-60%,35-55,N,2,60,-36.0,0,59.0,6.0,2.0,74.44999999999999,72.1
100114,BBB,2013J,0,F,London Region,Post Graduate Qualification,80-90%,35-55,N,2,60,-32.0,0,3.0,1.0,2.0,73.7,72.2
100166,AAA,2013J,1,F,North Western Region,HE Qualification,,0-35,N,2,120,-53.0,0,36.0,6.0,2.0,85.9,83.5
100108,CCC,2013J,0,F,South East Region,A Level or Equivalent,0-10%,55<=,N,0,30,-16.0,0,14.0,2.0,0.0,,
100707,CCC,2013J,1,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,N,0,30,-66.0,0,14.0,3.0,2.0,65.85,60.2
100428,AAA,2013J,1,F,South East Region,Lower Than A Level,30-40%,0-35,N,2,30,-16.0,0,0.0,0.0,1.0,13.5,13.5
100796,CCC,2014J,1,F,London Region,HE Qualification,20-30%,0-35,N,1,120,-63.0,0,0.0,0.0,0.0,,
100085,BBB,2013J,0,M,London Region,Post Graduate Qualification,10-20%,0-35,N,0,60,-32.0,0,0.0,0.0,0.0,,
100714,BBB,2014J,0,F,Scotland,A Level or Equivalent,20-30%,0-35,N,0,90,-53.0,0,2.0,1.0,1.0,89.8,89.8
100363,BBB,2013J,1,F,North Western Region,Lower Than A Level,,55<=,N,1,30,-1.0,0,20.0,6.0,2.0,72.0,68.7
100874,BBB,2013J,0,F,South East Region,A Level or Equivalent,80-90%,35-55,N,1,30,-53.0,0,18.0,4.0,2.0,62.2,59.5
100665,BBB,2013J,0,M,North Western Region,A Level or Equivalent,0-10%,55<=,N,2,90,-63.0,0,47.0,5.0,2.0,97.7,96.4
100131,AAA,2013J,0,M,London Region,Lower Than A Level,20-30%,0-35,N,0,90,-38.0,0,12.0,2.0,2.0,59.65,57.8
100148,CCC,2014J,0,F,North Western Region,A Level or Equivalent,40-50%,0-35,Y,0,120,-60.0,0,12.0,4.0,2.0,55.95,53.5
100342,AAA,2013J,1,F,Scotland,HE Qualification,30-40%,0-35,N,1,60,-19.0,0,0.0,0.0,1.0,55.0,55.0
100720,AAA,2014J,0,F,North Western Region,Lower Than A Level,40-50%,0-35,N,0,90,-70.0,0,9.0,2.0,1.0,47.2,47.2
100597,BBB,2013J,1,F,North Western Region,Post Graduate Qualification,80-90%,35-55,N,0,120,-51.0,1,0.0,0.0,0.0,,
100532,BBB,2013J,0,M,East Anglian Region,Post Graduate Qualification,70-80%,55<=,N,1,120,-42.0,0,34.0,3.0,2.0,79.75,71.0
100433,BBB,2013J,0,F,London Region,A Level or Equivalent,60-70%,0-35,Y,1,30,-14.0,0,5.0,2.0,1.0,59.3,59.3
100743,CCC,2013J,0,F,East Anglian Region,HE Qualification,60-70%,0-35,Y,0,30,-4.0,0,84.0,7.0,2.0,99.6,99.2
100161,AAA,2014J,0,M,London Region,Post Graduate Qualification,80-90%,0-35,N,1,120,-8.0,0,2.0,1.0,1.0,82.9,82.9
100657,AAA,2013J,0,M,Scotland,HE Qualification,20-30%,0-35,N,1,120,-33.0,0,14.0,2.0,2.0,73.8,61.8
100384,BBB,2014J,0,M,South East Region,Lower Than A Level,40-50%,0-35,N,0,60,-79.0,0,12.0,3.0,2.0,45.05,40.5
100680,CCC,2014J,1,F,South East Region,Lower Than A Level,10-20%,0-35,N,0,90,-22.0,0,4.0,1.0,1.0,62.5,62.5
100080,BBB,2014J,0,F,London Region,A Level or Equivalent,70-80%,0-35,Y,0,90,-1.0,0,0.0,0.0,1.0,63.7,63.7
100740,BBB,2013J,1,F,London Region,Lower Than A Level,40-50%,0-35,N,0,90,-5.0,0,4.0,1.0,1.0,39.3,39.3
100586,BBB,2013J,1,F,North Western Region,A Level or Equivalent,70-80%,35-55,N,0,120,-21.0,0,17.0,2.0,2.0,51.05,34.1
100865,CCC,2014J,0,M,North Western Region,HE Qualification,60-70%,0-35,N,0,60,-54.0,0,2.0,2.0,1.0,55.1,55.1
